id,title,Release Year,runtime,Budget,CPI budget,Budget Type,revenue,genres
23919,Porky's Revenge,1985,92,$9000000,$7486856,Low,$20518905,Comedy
503,Poseidon,2006,98,$160000000,$146290208,High,$181674817,"Adventure, Action, Drama, Thriller"
30072,Possession,2002,102,$25000000,$46492219,Mid,$10113733,"Drama, Mystery, Romance"
25704,Post Grad,2009,89,$15000000,$68651752,Mid,$6414729,"Comedy, Drama"
2728,Postal,2007,102,$15000000,$15509274,Low,$146741,"Action, Comedy"
22414,Postcards from the Edge,1990,101,$22000000,$12021133,Low,$39071603,"Comedy, Drama"
326284,Pound of Flesh,2015,104,$7500000,$186478742,High,$163080,Action
24348,Powaqqatsi,1988,99,$2500000,$1808308,Low,$589244,Documentary
12665,Powder,1995,111,$9500000,$9987985,Low,$30862156,"Drama, Fantasy, Science Fiction, Thriller"
46948,Power,1986,111,$16000000,$24863655,Mid,$3800000,Drama
263422,Power of Attorney,1995,97,$1500000,$1577050,Low,$2800000,"Thriller, Crime"
305470,Power Rangers,2017,124,$105000000,$145391621,High,$142337240,"Action, Adventure, Science Fiction"
6435,Practical Magic,1998,104,$75000000,$142509418,High,$46733235,"Romance, Comedy, Fantasy"
117213,Preacherman,1971,87,$65000,$44661,Low,$5000000,"Drama, Comedy"
25793,Precious,2009,110,$10000000,$45767835,Mid,$47536959,Drama
384737,Precious Cargo,2016,99,$10500000,$24548531,Mid,$567064,"Action, Crime, Thriller"
106,Predator,1987,107,$15000000,$12073165,Low,$98267558,"Science Fiction, Action, Adventure, Thriller"
169,Predator 2,1990,108,$35000000,$19124530,Low,$57120318,"Science Fiction, Action, Thriller"
34851,Predators,2010,107,$40000000,$71937734,High,$127233108,"Science Fiction, Action, Thriller"
206487,Predestination,2014,97,$5500000,$10000098,Low,$4942449,"Science Fiction, Thriller"
26306,Prefontaine,1997,106,$8000000,$10093812,Low,$589304,"Drama, Romance"
49526,Premium Rush,2012,91,$35000000,$49887171,Mid,$31083599,"Crime, Action, Thriller"
9963,Premonition,2007,96,$20000000,$20679031,Mid,$84297309,"Thriller, Drama, Mystery"
11092,Presumed Innocent,1990,127,$22000000,$12021133,Low,$221303188,"Mystery, Crime, Thriller"
11522,Pretty in Pink,1986,97,$9000000,$13985806,Low,$40471663,"Comedy, Romance, Drama"
114,Pretty Woman,1990,119,$14000000,$7649812,Low,$463406268,"Comedy, Romance"
4348,Pride & Prejudice,2005,127,$28000000,$24342136,Mid,$121616555,"Drama, Romance"
13150,Pride and Glory,2008,130,$30000000,$23048566,Mid,$31200557,"Crime, Drama, Mystery, Thriller"
58431,Pride and Prejudice and Zombies,2016,108,$28000000,$65462750,Mid,$16457494,"Romance, Horror, Comedy, Thriller"
38321,Priest,2011,87,$60000000,$56059675,Mid,$78309131,"Action, Fantasy, Horror, Thriller"
500916,Primal,2019,97,$9000000,$14648261,Low,$146863,"Action, Adventure, Thriller"
1592,Primal Fear,1996,129,$30000000,$30187510,Mid,$102616183,"Crime, Drama, Mystery, Thriller"
9440,Primary Colors,1998,143,$65000000,$123508162,High,$52100000,Drama
2313,Prime,2005,102,$22000000,$19125964,Low,$67900000,"Comedy, Drama, Romance"
14337,Primer,2004,77,$7000,$7712,Low,$545436,"Science Fiction, Drama, Thriller"
8852,Prince of Darkness,1987,101,$3000000,$2414633,Low,$14182492,Horror
9543,Prince of Persia: The Sands of Time,2010,116,$200000000,$359688668,High,$336365676,"Adventure, Fantasy, Action"
32047,Prince of the City,1981,167,$8600000,$2454438,Low,$8124257,"Drama, Thriller, Crime"
39806,Princess Ka'iulani,2010,130,$9000000,$16185990,Low,$771499,Drama
48309,Prison,1987,102,$4000000,$3219511,Low,$354704,"Crime, Horror, Thriller"
146233,Prisoners,2013,153,$46000000,$92623658,High,$122126687,"Drama, Thriller, Crime"
10765,Private Benjamin,1980,110,$15000000,$3265349,Low,$69800000,Comedy
41280,Private Lessons,1981,87,$2800000,$799119,Low,$26279000,"Comedy, Romance"
9403,Private Parts,1997,109,$28000000,$35328340,Mid,$41230799,"Comedy, Drama"
15616,Private Valentine: Blonde & Dangerous,2008,100,$30000000,$23048566,Mid,$103971,Comedy
11077,Problem Child,1990,81,$10000000,$5464152,Low,$72000000,"Comedy, Family"
28597,Problem Child 2,1991,90,$15000000,$10447049,Low,$32704700,"Comedy, Family"
1471759,Project 4K77 - fan remake of original star wars,1977,121,$11000000,$4990211,Low,$775398507,Action
1471760,Project 4K80 - the empire strikes back,1980,124,$11000000,$2394590,Low,$549001086,Action
227719,Project Almanac,2015,106,$12000000,$298365988,High,$33213241,"Science Fiction, Thriller, Drama"
575322,Project Gemini,2022,98,$6000000,$2211370,Low,$211674,"Science Fiction, Horror"
844364,Project Ghazi,2019,100,$1000000,$1627585,Low,$126000,"Science Fiction, Action, Thriller"
57214,Project X,2012,88,$12000000,$17104173,Low,$102731865,Comedy
18410,Project X,1987,108,$18000000,$14487799,Low,$18532286,"Drama, Comedy"
51588,Prom,2011,104,$8000000,$7474623,Low,$10130000,"Comedy, Romance"
36599,Prom Night,1980,92,$1500000,$326535,Low,$14796236,"Horror, Mystery, Thriller"
70981,Prometheus,2012,124,$130000000,$185295207,High,$403354469,"Science Fiction, Adventure, Mystery"
133694,Promised Land,2012,106,$15000000,$21380216,Mid,$8138788,Drama
9777,Proof,2005,101,$20000000,$17387240,Low,$7535331,"Drama, Mystery"
31915,Prophecy,1980,102,$12000000,$2612279,Low,$54000000,"Horror, Science Fiction"
506072,Prospect,2018,98,$4000000,$4830173,Low,$22777,Science Fiction
5048,Prospero's Books,1991,120,$1738125,$1210552,Low,$1750301,Fantasy
37296,Protocol,1984,96,$12000000,$8230208,Low,$26200000,Comedy
442064,Proud Mary,2018,88,$14000000,$16905607,Low,$21753365,"Thriller, Action, Crime"
11252,Psycho,1998,105,$60000000,$114007534,High,$37141130,"Mystery, Thriller, Horror"
27723,Psycho Beach Party,2000,95,$1500000,$1310179,Low,$268117,"Comedy, Horror"
670428,Psycho Goreman,2020,95,$1700000,$4064734,Low,$95384,"Science Fiction, Comedy, Horror"
10576,Psycho II,1983,113,$5000000,$4590793,Low,$34725000,"Horror, Mystery, Thriller"
12662,Psycho III,1986,93,$8400000,$13053419,Low,$14481606,"Horror, Thriller, Mystery"
11322,Public Enemies,2009,140,$100000000,$457678348,High,$214104620,"Crime, Action"
680,Pulp Fiction,1994,154,$8500000,$9615159,Low,$213900000,"Thriller, Crime"
9682,Pulse,2006,90,$38000000,$34743924,Mid,$29907685,"Horror, Thriller"
26515,Pumpkinhead,1988,86,$3500000,$2531632,Low,$4385516,"Fantasy, Horror"
8051,Punch-Drunk Love,2002,96,$25000000,$46492219,Mid,$24665649,"Romance, Drama, Comedy"
40820,Punchline,1988,123,$15000000,$10849850,Low,$21032267,"Comedy, Drama"
13056,Punisher: War Zone,2008,102,$20500000,$15749853,Low,$10089373,"Action, Crime"
19065,Pure Luck,1991,96,$17010000,$11846954,Low,$24941969,Comedy
13763,Purple Rain,1984,111,$7200000,$4938125,Low,$68392977,"Drama, Music, Romance"
64849,Push,2006,105,$1100000,$1005745,Low,$590000,Drama
13455,Push,2009,111,$38000000,$173917772,High,$49678401,"Science Fiction, Action, Adventure, Thriller"
12596,Pushing Tin,1999,124,$33000000,$44484973,Mid,$8408835,"Comedy, Drama"
417859,Puss in Boots,2011,90,$130000000,$121462629,High,$554987477,"Animation, Family, Fantasy, Adventure, Comedy"
315162,Puss in Boots: The Last Wish,2022,103,$90000000,$33170550,Mid,$482129780,"Animation, Family, Fantasy, Adventure, Comedy, Action"
599252,PWWA All Womens Wrestling,2011,122,$8876,$8293,Low,$126667,"Drama, Action"
599244,PWWA Champions United,2013,87,$8876,$17872,Low,$33421,"Action, Drama"
291200,Pyaar Vali Love Story,2014,133,$1400000,$2545479,Low,$940000,Drama
590792,QOC Super Show,2017,112,$7812,$10817,Low,$9001,"Drama, Action"
10764,Quantum of Solace,2008,106,$200000000,$153657106,High,$589580482,"Adventure, Action, Thriller, Crime"
13812,Quarantine,2008,89,$12000000,$9219426,Low,$40855419,"Horror, Science Fiction, Thriller"
121826,Quartet,2012,98,$11000000,$15678825,Low,$59520298,"Drama, Comedy, Romance"
536743,Queen & Slim,2019,131,$20000000,$32551692,Mid,$47803176,"Drama, Romance, Crime"
317557,Queen of Katwe,2016,124,$15000000,$35069330,Mid,$10367161,Drama
11979,Queen of the Damned,2002,101,$35000000,$65089107,Mid,$45479110,"Drama, Fantasy, Horror"
157843,Queen of the Desert,2015,128,$15000000,$372957485,High,$1592853,"Drama, Adventure, History"
49792,Queens Logic,1991,100,$12000000,$8357640,Low,$612781,"Comedy, Drama"
587965,Queens Of Combat  6,2015,87,$5550,$137994,Low,$7811,"Action, Drama"
587963,Queens Of Combat  QOC 4,2015,100,$2997,$74517,Low,$4997,"Action, Drama"
587964,Queens Of Combat 5,2015,101,$6438,$160073,Low,$7666,"Action, Drama"
591132,Queens of Combat Invade Supercon Night 1,2018,89,$9068,$10950,Low,$14558,"Drama, Action"
587914,Queens of Combat QOC 1,2014,126,$8010,$14564,Low,$8010,"Drama, Action"
587976,Queens Of Combat QOC 10,2016,76,$8880,$20761,Low,$9866,"Action, Drama"
587979,Queens Of Combat QOC 11,2016,92,$9468,$22136,Low,$11232,"Action, Drama"
587980,Queens Of Combat QOC 12,2016,78,$13230,$30931,Low,$13230,"Action, Drama"
587982,Queens Of Combat QOC 13,2016,107,$8911,$20834,Low,$11911,"Action, Drama"
587983,Queens Of Combat QOC 14,2016,93,$8295,$19393,Low,$10999,"Drama, Action"
587985,Queens Of Combat QOC 15,2016,78,$9728,$22744,Low,$11431,"Action, Drama"
587989,Queens Of Combat QOC 16,2016,116,$8658,$20242,Low,$12311,"Action, Drama"
587991,Queens Of Combat QOC 17,2017,120,$7140,$9887,Low,$11232,"Action, Drama"
587993,Queens Of Combat QOC 18,2017,111,$13884,$19225,Low,$13884,"Drama, Action"
587994,Queens Of Combat QOC 19,2017,112,$6682,$9252,Low,$9445,"Action, Drama"
587961,Queens of Combat QOC 2,2014,120,$5495,$9991,Low,$5495,"Action, Drama"
587995,Queens Of Combat QOC 20,2018,101,$5460,$6593,Low,$7665,"Action, Drama"
587999,Queens Of Combat QOC 21,2018,82,$9684,$11694,Low,$11231,"Action, Drama"
588002,Queens Of Combat QOC 22,2018,90,$6722,$8117,Low,$8999,"Action, Drama"
588003,Queens Of Combat QOC 23,2018,96,$11475,$13857,Low,$11475,"Drama, Action"
588005,Queens Of Combat QOC 24,2018,78,$6975,$8423,Low,$8777,"Action, Drama"
588007,Queens Of Combat QOC 25,2018,88,$9990,$12063,Low,$11221,"Action, Drama"
588011,Queens Of Combat QOC 26 Heir To The Throne,2018,79,$8222,$9928,Low,$12342,Action
587962,Queens Of Combat QOC 3,2014,108,$6125,$11136,Low,$6125,"Action, Drama"
587966,Queens Of Combat QOC 7,2015,117,$7770,$193192,Low,$8754,"Action, Drama"
587972,Queens of Combat QOC 8,2016,95,$4740,$11082,Low,$5000,"Action, Drama"
587973,Queens of Combat QOC 9,2016,91,$4704,$10998,Low,$7786,"Action, Drama"
18937,Quest for Camelot,1998,86,$40000000,$76005023,High,$38172500,"Fantasy, Animation, Drama, Romance, Family"
10729,Quick Change,1990,89,$15000000,$8196227,Low,$15260154,"Comedy, Crime"
21332,Quicksilver,1986,105,$10000000,$15539784,Low,$7246979,"Action, Adventure, Drama"
46883,Quiet City,2007,78,$2500,$2585,Low,$15425,"Drama, Romance"
10876,Quills,2000,124,$13500000,$11791612,Low,$7060876,Drama
11450,Quiz Show,1994,133,$31000000,$35067049,Mid,$24822619,"History, Drama, Mystery"
49524,R.I.P.D.,2013,96,$130000000,$261762513,High,$61648500,"Fantasy, Action, Comedy"
27585,Rabbit Hole,2010,91,$5000000,$8992217,Low,$5144717,Drama
323677,Race,2016,134,$5000000,$11689777,Low,$24804129,"Drama, History"
13836,Race to Witch Mountain,2009,98,$50000000,$228839174,High,$106303988,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action"
6439,Racing Stripes,2005,102,$30000000,$26080860,Mid,$90754475,"Comedy, Family"
47359,Racing with the Moon,1984,108,$9000000,$6172656,Low,$6045657,"Drama, Romance"
13920,Radio,2003,109,$35000000,$45475358,Mid,$53293628,Drama
20763,Radio Flyer,1992,114,$35000000,$34083700,Mid,$4651977,Drama
833982,"Radiohead - Live in Lima, Peru (April 2018)",2018,140,$10000000,$12075433,Low,$20000000,Music
242310,Rage,2014,98,$15000000,$27272994,Mid,$2424381,"Action, Crime, Thriller"
36748,Raggedy Ann & Andy: A Musical Adventure,1977,86,$4000000,$1814622,Low,$1500000,"Animation, Adventure, Music, Family, Fantasy, Comedy"
1578,Raging Bull,1980,129,$18000000,$3918419,Low,$23000000,Drama
515883,Rahul Subramanian: Kal Main Udega,2018,63,$1000,$1208,Low,$10000,Comedy
85,Raiders of the Lost Ark,1981,115,$18000000,$5137196,Low,$389925971,"Adventure, Action"
380,Rain Man,1988,134,$25000000,$18083083,Low,$354825435,Drama
24575,Raise the Titanic,1980,115,$36000000,$7836838,Low,$7000000,Adventure
14024,Raise Your Voice,2004,103,$15000000,$16525576,Low,$14867514,"Music, Drama, Romance, Family"
378,Raising Arizona,1987,94,$6000000,$4829266,Low,$29180280,"Comedy, Crime"
13937,Raising Cain,1992,92,$12000000,$11685840,Low,$37170057,"Thriller, Crime"
4599,Raising Helen,2004,119,$50000000,$55085253,Mid,$49718611,"Drama, Comedy, Romance"
201903,Raising the Heights,1998,88,$3000,$5700,Low,$3000,Drama
25461,Raising Victor Vargas,2002,88,$800000,$1487751,Low,$2816116,"Drama, Romance"
404368,Ralph Breaks the Internet,2018,112,$175000000,$211320085,High,$529323962,"Family, Animation, Comedy, Adventure"
32221,Rambling Rose,1991,112,$7500000,$5223525,Low,$6266621,Drama
7555,Rambo,2008,92,$50000000,$38414276,Mid,$113244290,"Action, Thriller, War"
1370,Rambo III,1988,102,$63000000,$45569369,Mid,$189015611,"Action, Adventure, Thriller, War"
1369,Rambo: First Blood Part II,1985,96,$44000000,$36602407,Mid,$300400432,"Action, Adventure, Thriller, War"
522938,Rambo: Last Blood,2019,89,$50000000,$81379230,High,$91490353,"Action, Thriller, Drama"
38843,Ramona and Beezus,2010,103,$15000000,$26976650,Mid,$27293743,"Comedy, Family"
99749,Rampage,1987,97,$7500000,$6036583,Low,$796368,"Crime, Drama, Thriller"
427641,Rampage,2018,107,$120000000,$144905201,High,$428028233,"Action, Adventure, Science Fiction"
75622,Rampart,2011,108,$12000000,$11211935,Low,$972512,"Crime, Drama"
12618,Random Hearts,1999,133,$64000000,$86273888,High,$74608570,"Drama, Romance"
44896,Rango,2011,107,$135000000,$126134269,High,$245724603,"Animation, Comedy, Family, Western, Adventure"
3595,Ransom,1996,121,$80000000,$80500027,High,$309492681,"Action, Thriller"
10448,Rapa Nui,1994,107,$20000000,$22623902,Mid,$305070,Adventure
13153,Rapid Fire,1992,95,$10000000,$9738200,Low,$14356479,"Action, Thriller"
9896,Rat Race,2001,112,$48000000,$50095059,Mid,$85498534,"Adventure, Comedy"
2062,Ratatouille,2007,111,$150000000,$155092736,High,$623726000,"Animation, Comedy, Family, Fantasy"
234004,Ratchet & Clank,2016,94,$20000000,$46759107,Mid,$8821329,"Action, Adventure, Animation, Family"
320048,Ratter,2015,80,$500000,$12431916,Low,$110834,"Drama, Horror, Thriller"
10212,Ravenous,1999,101,$12000000,$16176354,Low,$2000000,"Adventure, Drama, Horror, Western"
1435787,Raw,2016,95,$3800000,$8884230,Low,$3098251,"Drama, Horror"
2099,Raw Deal,1986,106,$8500000,$13208817,Low,$16209459,"Action, Crime, Thriller"
1677,Ray,2004,152,$40000000,$44068202,Mid,$124731534,"Drama, Music"
527774,Raya and the Last Dragon,2021,107,$100000000,$62784458,Mid,$130423032,"Animation, Family, Fantasy, Action, Adventure"
26178,Razorback,1984,95,$5500000,$3772179,Low,$801000,Horror
567609,Ready or Not,2019,95,$6000000,$9765508,Low,$57615777,"Comedy, Horror, Thriller"
333339,Ready Player One,2018,140,$175000000,$211320085,High,$607274134,"Adventure, Action, Science Fiction"
20697,Ready to Rumble,2000,107,$24000000,$20962866,Mid,$12372410,"Action, Comedy"
3586,Ready to Wear,1994,133,$15000000,$16967927,Low,$11300653,Comedy
14370,Real Genius,1985,106,$8000000,$6654983,Low,$12952019,"Comedy, Romance, Science Fiction"
39254,Real Steel,2011,127,$110000000,$102776071,High,$299268508,"Action, Science Fiction, Drama"
30309,Real Women Have Curves,2002,86,$3000000,$5579066,Low,$7700000,"Comedy, Drama"
2788,Reality Bites,1994,99,$11500000,$13008744,Low,$20079850,"Drama, Comedy, Romance"
1694,Re-Animator,1985,86,$900000,$748686,Low,$2023414,"Science Fiction, Comedy, Horror"
7233,Rebound,2005,103,$45000000,$39121290,Mid,$16809014,"Comedy, Family"
19405,Recess: School's Out,2001,82,$10000000,$10436471,Low,$44460850,"Science Fiction, Family, Comedy, Animation"
39514,RED,2010,111,$58000000,$104309714,High,$199000000,"Action, Adventure, Comedy, Crime, Thriller"
146216,RED 2,2013,116,$84000000,$169138854,High,$148100000,"Action, Comedy, Crime, Thriller"
9407,Red Corner,1997,122,$48000000,$60562869,Mid,$22420000,"Crime, Drama, Thriller"
60747,Red Dawn,2012,93,$65000000,$92647603,High,$44806783,"Action, Thriller"
1880,Red Dawn,1984,114,$17000000,$11659462,Low,$38376497,"Action, Thriller, War, Drama"
9533,Red Dragon,2002,124,$78000000,$145055724,High,$209196298,"Crime, Drama, Thriller"
11460,Red Eye,2005,85,$26000000,$22603412,Mid,$57891803,"Thriller, Mystery"
9604,Red Heat,1988,104,$29000000,$20976376,Mid,$34994648,"Action, Crime"
75638,Red Lights,2012,119,$14000000,$19954868,Low,$13551174,Thriller
512195,Red Notice,2021,118,$160000000,$100455132,High,$178143,"Action, Comedy, Crime"
8870,Red Planet,2000,106,$80000000,$69876218,Mid,$33463969,"Thriller, Action, Science Fiction"
49730,Red Riding Hood,2011,100,$42000000,$39241772,Mid,$89162162,"Action, Adventure, Horror, Fantasy, Thriller"
10427,Red Rock West,1993,98,$8000000,$7994222,Low,$2500000,"Crime, Drama, Thriller"
763329,Red Rocket,2021,130,$1100000,$690629,Low,$2200000,Drama
12663,Red Scorpion,1988,105,$16000000,$11573173,Low,$4192440,"Adventure, Action, War"
9626,Red Sonja,1985,89,$17900000,$14890525,Low,$6948633,"Adventure, Fantasy, Action"
401981,Red Sparrow,2018,140,$69000000,$83320491,High,$151572634,"Thriller, Mystery"
48572,Red State,2011,88,$4000000,$3737312,Low,$1104682,"Horror, Action, Thriller"
72431,Red Tails,2012,125,$58000000,$82670169,High,$50365377,"Drama, Action, Adventure, History, War"
11600,Redacted,2007,90,$5000000,$5169758,Low,$782102,"War, Drama"
133463,Redd Inc.,2012,93,$500000,$712674,Low,$1000000,"Thriller, Horror, Comedy"
18254,Reds,1981,195,$35000000,$9988991,Low,$40382659,"Drama, History, Romance"
11364,Regarding Henry,1991,108,$25000000,$17411749,Low,$43001500,"Romance, Drama"
241257,Regression,2015,106,$20000000,$497276646,High,$17671101,"Horror, Mystery, Thriller"
6278,Reign of Fire,2002,101,$60000000,$111581326,High,$82150183,"Adventure, Action, Fantasy"
2355,Reign Over Me,2007,124,$20000000,$20679031,Mid,$22222308,Drama
2155,Reindeer Games,2000,124,$42000000,$36685015,Mid,$32168970,"Thriller, Action, Crime"
23169,Remember Me,2010,113,$16000000,$28775093,Mid,$56032889,"Drama, Romance"
10637,Remember the Titans,2000,113,$30000000,$26203582,Mid,$136706683,Drama
579047,Reminiscence,2021,116,$68000000,$42693431,Mid,$18717947,"Mystery, Science Fiction"
11858,Renaissance Man,1994,128,$40000000,$45247805,Mid,$24332324,"Comedy, Drama"
5125,Rendition,2007,120,$27500000,$28433668,Mid,$24748670,"Drama, Thriller"
335788,Renegades,2017,105,$66190000,$91652109,High,$2602149,"Thriller, Action"
20307,Renegades,1989,106,$16000000,$9776750,Low,$9015164,"Action, Crime, Thriller"
649609,Renfield,2023,93,$65000000,$46575165,Mid,$26348156,"Comedy, Horror, Fantasy"
10090,Reno 911!: Miami,2007,84,$10000000,$10339516,Low,$20342161,"Action, Comedy, Crime"
1833,Rent,2005,135,$40000000,$34774480,Mid,$31670620,"Drama, Romance"
80920,Repentance,2014,90,$5000000,$9090998,Low,$1189612,"Horror, Thriller"
10596,Replicant,2001,100,$17000000,$17742000,Low,$894844,"Action, Science Fiction, Thriller"
300681,Replicas,2018,107,$30000000,$36226300,Mid,$8100000,"Science Fiction, Thriller, Drama"
13820,Repo Man,1984,92,$1500000,$1028776,Low,$2300000,"Comedy, Science Fiction"
31867,Repo Men,2010,111,$32000000,$57550187,Mid,$18409891,"Action, Science Fiction, Thriller, Crime"
14353,Repo! The Genetic Opera,2008,98,$8500000,$6530427,Low,$188126,"Horror, Science Fiction, Music"
