id,title,Release Year,runtime,Budget,CPI budget,Budget Type,revenue,genres
4780,Obsession,1976,99,$1400000,$718794,Low,$4468000,"Thriller, Mystery, Drama"
688258,Occupation: Rainfall,2020,128,$25000000,$59775505,Mid,$331091,"Science Fiction, Action"
402900,Ocean's Eight,2018,111,$70000000,$84528034,High,$297718711,"Crime, Comedy, Action"
161,Ocean's Eleven,2001,116,$85000000,$88710001,High,$450717150,"Thriller, Crime"
298,Ocean's Thirteen,2007,122,$85000000,$87885884,High,$311312624,"Crime, Thriller"
163,Ocean's Twelve,2004,125,$110000000,$121187556,High,$362744280,"Thriller, Crime"
83860,October Baby,2011,107,$1000000,$934328,Low,$5396618,Drama
27819,October Moon,2005,112,$13000,$11302,Low,$40000,"Drama, Horror, Thriller, Romance"
13466,October Sky,1999,108,$25000000,$33700737,Mid,$34698685,"Drama, Family"
700,Octopussy,1983,131,$27500000,$25249363,Mid,$187500000,"Adventure, Action, Thriller"
157547,Oculus,2013,104,$5000000,$10067789,Low,$44459951,Horror
42239,Ode to Billy Joe,1976,105,$1100000,$564767,Low,$27000000,"Drama, Romance"
39243,Off Beat,1986,92,$10000000,$15539784,Low,$4842778,Comedy
38617,Off Limits,1988,102,$12000000,$8679880,Low,$7242035,"Action, Crime, Drama, Mystery, Thriller"
384682,Office Christmas Party,2016,105,$45000000,$105207991,High,$114501299,Comedy
1542,Office Space,1999,90,$10000000,$13480295,Low,$12827813,Comedy
381237,Office Uprising,2018,88,$2500000,$3018858,Low,$165623,"Comedy, Horror, Action"
631843,Old,2021,108,$18000000,$11301202,Low,$90146510,"Thriller, Mystery, Horror"
22949,Old Dogs,2009,88,$35000000,$160187422,High,$96753696,"Comedy, Family"
297462,Old Fashioned,2014,115,$600000,$1090920,Low,$1914090,"Romance, Drama"
11635,Old School,2003,88,$24000000,$31183103,Mid,$87135520,Comedy
87516,Oldboy,2013,104,$30000000,$60406734,Mid,$5186767,"Drama, Thriller, Mystery, Action"
12233,Oliver & Company,1988,77,$31000000,$22423023,Mid,$74151346,"Animation, Comedy, Family"
257,Oliver Twist,2005,130,$50000000,$43468100,Mid,$42580321,"Crime, Drama, Family"
117263,Olympus Has Fallen,2013,120,$70000000,$140949045,High,$170270201,"Action, Thriller"
10768,Omen III: The Final Conflict,1981,108,$5000000,$1426999,Low,$20471382,"Horror, Mystery, Thriller"
391714,On Chesil Beach,2018,110,$745971,$900792,Low,$3335913,"Drama, Romance"
1427073,On Deadly Ground,1994,101,$50000000,$56559756,Mid,$49000000,Action
9624,On Deadly Ground,1994,102,$50000000,$56559756,Mid,$49000000,Action
11816,On Golden Pond,1981,109,$15000000,$4280996,Low,$119285432,"Drama, Romance"
339380,On the Basis of Sex,2018,120,$20000000,$24150867,Mid,$38673750,"Drama, History"
83770,On the Road,2012,124,$25000000,$35633694,Mid,$8784318,"Adventure, Drama"
346684,On Wings of Eagles,2016,96,$12000000,$28055464,Mid,$155111,"Drama, History, War"
5723,Once,2007,85,$160000,$165432,Low,$20710513,"Drama, Music, Romance"
19064,Once Bitten,1985,94,$3200000,$2661993,Low,$10000000,"Comedy, Horror, Romance"
27465,Once Upon a Crime,1992,94,$18000000,$17528760,Low,$3520427,"Crime, Comedy, Mystery"
33539,Once Upon a Forest,1993,71,$13000000,$12990611,Low,$6582052,"Animation, Family, Adventure"
311,Once Upon a Time in America,1984,229,$30000000,$20575521,Mid,$5500000,"Drama, Crime"
1428,Once Upon a Time in Mexico,2003,102,$29000000,$37679583,Mid,$98185582,"Action, Drama, Mystery"
466272,Once Upon a Time… in Hollywood,2019,162,$95000000,$154620537,High,$374251247,"Comedy, Drama, Thriller"
38448,Ondine,2009,111,$12000000,$54921402,Mid,$1790061,"Drama, Romance"
51828,One Day,2011,107,$15000000,$14014919,Low,$59389433,"Drama, Romance"
164558,One Direction: This Is Us,2013,92,$10000000,$20135578,Mid,$68500000,"Documentary, Music"
6072,One Eight Seven,1997,119,$20000000,$25234529,Mid,$5716080,"Drama, Thriller"
21128,One False Move,1992,105,$2500000,$2434550,Low,$1543112,"Crime, Drama, Thriller"
510,One Flew Over the Cuckoo's Nest,1975,133,$3000000,$967782,Low,$108981275,Drama
54054,One for the Money,2012,91,$40000000,$57013910,Mid,$36893721,"Action, Comedy, Crime"
41291,One from the Heart,1982,107,$26000000,$12507310,Low,$636796,"Drama, Romance"
9357,One Hour Photo,2002,96,$12000000,$22316265,Mid,$52223306,"Drama, Thriller"
314394,One Hundred Days: The Story of Architects Almost World Tour,2013,135,$46560,$93751,Low,$63462,Documentary
768710,One Life at a Time,2020,73,$100000,$239102,Low,$100000,Drama
1124489,One Minnesota,2020,70,$10000,$23910,Low,$9000,"Horror, Romance, Mystery, History, TV Movie"
6933,One Missed Call,2008,87,$20000000,$15365711,Low,$45847751,"Horror, Mystery, Thriller"
264734,One More Round,2005,90,$350000,$304277,Low,$4984,Comedy
2144,One Night at McCool's,2001,93,$18000000,$18785647,Low,$13500000,"Comedy, Crime"
12616,One Night Stand,1997,102,$24000000,$30281435,Mid,$2642983,Drama
15005,One Night with the King,2006,123,$20000000,$18286276,Low,$13391174,"Drama, History"
747803,One Way,2022,96,$5000000,$1842808,Low,$30272,"Action, Crime, Thriller"
292890,One Week,2000,97,$77575,$67758,Low,$190441,"Drama, Romance"
30237,Onegin,1999,104,$14000000,$18872413,Low,$206128,"Drama, Romance"
77987,Only God Forgives,2013,90,$4800000,$9665077,Low,$10337387,"Drama, Thriller, Crime"
152603,Only Lovers Left Alive,2013,123,$7000000,$14094905,Low,$7600000,"Drama, Romance"
31101,Only the Brave,2006,99,$3300000,$3017236,Low,$150000,"Drama, War"
395991,Only the Brave,2017,133,$38000000,$52617920,Mid,$25754775,"Drama, Action, History"
15797,Only the Strong,1993,99,$6000000,$5995667,Low,$3283371,Action
508439,Onward,2020,103,$200000000,$478204039,High,$141940042,"Family, Animation, Adventure, Comedy, Fantasy"
326215,Ooops! Noah Is Gone...,2015,85,$6000000,$149182994,High,$769028,"Animation, Adventure, Comedy, Family"
15699,Opal Dream,2006,86,$5000000,$4571569,Low,$140666,"Drama, Family"
1515637,Open All Hours,2022,60,$10000,$3686,Low,$10000,Documentary
2055,Open Range,2003,139,$22000000,$28584511,Mid,$68296293,"Western, Action, Drama, Adventure, Romance"
7484,Open Season,2006,86,$85000000,$77716673,High,$197309027,"Animation, Family, Adventure, Comedy"
83,Open Water,2003,79,$130000,$168908,Low,$54667954,"Drama, Thriller, Horror"
9592,Open Water 2: Adrift,2006,94,$1200000,$1097177,Low,$6816129,"Drama, Horror, Thriller"
151368,Open Windows,2014,101,$4000000,$7272798,Low,$100000,"Thriller, Action, Crime"
376453,Operation Avalanche,2016,94,$1250000,$2922444,Low,$55000,"Thriller, Mystery, Comedy"
493551,Operation Finale,2018,124,$24000000,$28981040,Mid,$17506878,"Drama, History, Thriller"
739405,Operation Fortune: Ruse de Guerre,2023,114,$50000000,$35827050,Mid,$37846713,"Action, Thriller, Comedy"
1018494,Operation Seawolf,2022,86,$15000,$5528,Low,$23000,"War, Thriller, Action, Adventure, Mystery, Science Fiction, Drama"
428836,Ophelia,2019,114,$12000000,$19531015,Low,$242115,"Drama, Romance, History"
872585,Oppenheimer,2023,181,$100000000,$71654100,High,$933700000,"Drama, History"
12707,Orca,1977,95,$17500000,$7938973,Low,$14717854,"Adventure, Horror, Thriller"
16619,Ordinary People,1980,124,$6000000,$1306140,Low,$54766923,Drama
8675,Orgazmo,1998,94,$1000000,$1900126,Low,$602302,Comedy
40507,Original Gangstas,1996,99,$4800000,$4830002,Low,$3014000,"Action, Drama, Crime, Thriller"
2057,Original Sin,2001,118,$42000000,$43833177,Mid,$35402320,"Thriller, Drama, Mystery, Romance"
9300,Orlando,1992,90,$4000000,$3895280,Low,$5377643,"Drama, Fantasy"
21208,Orphan,2009,122,$20000000,$91535670,High,$77912251,"Horror, Thriller, Mystery"
11890,Oscar,1991,109,$35000000,$24376449,Mid,$23562716,Comedy
39780,Oscar and Lucinda,1997,132,$16000000,$20187623,Mid,$1897404,"Drama, Romance"
12610,Osmosis Jones,2001,95,$75000000,$78273530,High,$13596911,"Adventure, Animation, Action, Comedy, Family"
242512,Ouija,2014,89,$5000000,$9090998,Low,$103590271,Horror
335796,Ouija: Origin of Evil,2016,99,$9000000,$21041598,Mid,$81705746,Horror
10317,Our Brand Is Crisis,2015,108,$28000000,$696187304,High,$7002261,"Comedy, Drama"
34563,Our Family Wedding,2010,103,$14000000,$25178207,Mid,$21409028,Comedy
59968,Our Idiot Brother,2011,90,$5000000,$4671640,Low,$24816118,"Comedy, Drama"
14369,Out Cold,2001,89,$24000000,$25047530,Mid,$14782676,Comedy
30806,Out for a Kill,2003,90,$14000000,$18190143,Low,$547333,"Action, Thriller"
14362,Out for Justice,1991,91,$14000000,$9750580,Low,$39673161,"Action, Crime"
606,Out of Africa,1985,161,$31000000,$25788059,Mid,$227514205,"History, Romance, Drama"
1389,Out of Sight,1998,123,$48000000,$91206027,High,$77745966,"Romance, Comedy, Crime"
164457,Out of the Furnace,2013,116,$22000000,$44298271,Mid,$15400000,"Thriller, Drama, Crime"
2116,Out of Time,2003,105,$50000000,$64964797,Mid,$55495563,"Thriller, Crime, Drama"
114726,Out on a Limb,1992,82,$11000000,$10712020,Low,$1659542,Comedy
6950,Outbreak,1995,127,$50000000,$52568342,Mid,$189859560,"Action, Drama, Science Fiction, Thriller"
289720,Outcast,2014,98,$25000000,$45454991,Mid,$5148503,Action
10540,Outland,1981,109,$16000000,$4566396,Low,$17374595,"Science Fiction, Action"
10529,Outlander,2008,115,$50000000,$38414276,Mid,$7033683,"Science Fiction, Action"
14578,Outside Providence,1999,96,$7000000,$9436206,Low,$7292175,"Romance, Comedy, Drama"
7518,Over the Hedge,2006,83,$80000000,$73145104,High,$343397247,"Family, Comedy, Animation"
1825,Over the Top,1987,93,$25000000,$20121942,Mid,$16057580,"Action, Drama"
10780,Overboard,1987,112,$22000000,$17707309,Low,$26713187,"Comedy, Romance"
454619,Overboard,2018,112,$12000000,$14490520,Low,$91244913,"Romance, Comedy"
404733,Overdrive,2017,93,$28210303,$39062302,Mid,$11247280,"Thriller, Action, Mystery"
438799,Overlord,2018,110,$38000000,$45886647,Mid,$41657844,"Horror, War, Science Fiction"
15394,Owning Mahowny,2003,104,$10000000,$12992959,Low,$1271244,"Crime, Drama, Thriller"
499159,Oxidan,2018,90,$10000,$12075,Low,$200000,Comedy
598852,Oz Academy,2017,141,$7665,$10614,Low,$134444,"Action, Drama"
68728,Oz the Great and Powerful,2013,130,$200000000,$402711558,High,$491868548,"Fantasy, Adventure, Family"
6023,P.S. I Love You,2007,126,$30000000,$31018547,Mid,$156835339,"Drama, Romance"
13474,P2,2007,98,$3500000,$3618831,Low,$7766240,"Horror, Thriller"
2990,Pacific Heights,1990,102,$18000000,$9835473,Low,$55000000,Thriller
68726,Pacific Rim,2013,131,$180000000,$362440402,High,$411002906,"Action, Science Fiction, Adventure"
268896,Pacific Rim: Uprising,2018,111,$150000000,$181131502,High,$290061297,"Action, Fantasy, Science Fiction, Adventure"
116149,Paddington,2014,96,$55000000,$100000979,High,$259207227,"Comedy, Adventure, Family"
346648,Paddington 2,2017,104,$40000000,$55387284,Mid,$227300000,"Adventure, Comedy, Family"
134374,Pain & Gain,2013,130,$25000000,$50338945,Mid,$87305549,"Action, Crime, Comedy"
8879,Pale Rider,1985,115,$6900000,$5739923,Low,$41410568,Western
587792,Palm Springs,2020,90,$5000000,$11955101,Low,$164000,"Comedy, Romance, Science Fiction"
266647,Pan,2015,111,$150000000,$3729574845,High,$128388320,"Fantasy, Adventure, Family, Action"
19898,Pandorum,2009,108,$33000000,$151033855,High,$20648328,"Action, Horror, Mystery, Science Fiction, Thriller"
20637,Panic,2000,88,$1000000,$873453,Low,$779137,"Crime, Drama"
4547,Panic Room,2002,111,$48000000,$89265061,High,$197079546,"Crime, Drama, Thriller"
15644,Paparazzi,2004,84,$20000000,$22034101,Mid,$16796512,"Action, Drama, Thriller"
25183,Paper Heart,2009,88,$1000000,$4576783,Low,$1296971,"Comedy, Drama, Romance"
11293,Paper Moon,1973,102,$2500000,$1193606,Low,$30900000,"Comedy, Crime, Drama"
286565,Paper Towns,2015,109,$12000000,$298365988,High,$85512300,"Mystery, Drama, Romance"
5924,Papillon,1973,151,$12000000,$5729310,Low,$53267000,"Crime, Drama"
68430,Paradise,1991,111,$34000000,$23679979,Mid,$18634643,"Drama, Family"
67,Paradise Now,2005,90,$2000000,$1738724,Low,$3395627,"Thriller, Crime, Drama"
77223,Paradise Road,1997,122,$16000000,$20187623,Mid,$2007100,"War, Drama, History"
115348,Paranoia,2013,106,$35000000,$70474523,High,$17056265,"Drama, Thriller"
23827,Paranormal Activity,2007,85,$215000,$222300,Low,$193355800,"Horror, Mystery"
41436,Paranormal Activity 2,2010,91,$3000000,$5395330,Low,$177512032,"Horror, Mystery"
72571,Paranormal Activity 3,2011,94,$5000000,$4671640,Low,$207039844,"Horror, Mystery"
82990,Paranormal Activity 4,2012,97,$5000000,$7126739,Low,$142802657,Horror
146301,Paranormal Activity: The Ghost Dimension,2015,88,$10000000,$248638323,High,$78903124,"Horror, Thriller"
227348,Paranormal Activity: The Marked Ones,2014,84,$5000000,$9090998,Low,$90894962,"Horror, Thriller"
77174,ParaNorman,2012,90,$60000000,$85520865,High,$107139399,"Family, Animation, Adventure, Comedy"
48311,Parasite,1982,85,$800000,$384840,Low,$7000000,"Horror, Science Fiction"
88042,Parental Guidance,2012,104,$25000000,$35633694,Mid,$119772232,Comedy
1552,Parenthood,1989,124,$20000000,$12220938,Low,$126297830,"Comedy, Drama"
27607,Parents,1989,81,$3000000,$1833141,Low,$870532,"Comedy, Horror"
73939,Pariah,2011,86,$500000,$467164,Low,$769552,Drama
375867,Paris Can Wait,2016,92,$5000000,$11689777,Low,$13203541,"Comedy, Drama, Romance"
31225,Paris Is Burning,1991,71,$500000,$348235,Low,$3779620,Documentary
655,"Paris, Texas",1984,145,$1746964,$1198156,Low,$2181987,Drama
119283,Parker,2013,118,$35000000,$70474523,High,$46216641,"Action, Crime"
209262,Parkland,2013,94,$10000000,$20135578,Mid,$1412181,"History, Drama"
270654,Parts Per Billion,2014,98,$1300000,$2363660,Low,$15000000,Science Fiction
36196,Party Girl,1995,94,$150000,$157705,Low,$472370,Comedy
1415,Party Monster,2003,98,$5000000,$6496480,Low,$742898,"Comedy, Drama, Crime"
10538,Passenger 57,1992,84,$15000000,$14607300,Low,$44065653,"Action, Adventure, Thriller"
13944,Passengers,2008,93,$25000000,$19207138,Low,$2000000,"Drama, Mystery, Thriller, Romance"
274870,Passengers,2016,116,$110000000,$257175088,High,$303144152,"Drama, Romance, Science Fiction"
109099,Passion,2012,100,$20000000,$28506955,Mid,$713616,"Thriller, Drama, Crime, Mystery"
41768,Passion Fish,1992,135,$5000000,$4869100,Low,$4814619,Drama
38753,Passion Play,2011,94,$8000000,$7474623,Low,$25603,"Drama, Romance, Fantasy"
11577,Pat Garrett & Billy the Kid,1973,116,$4638783,$2214752,Low,$11000000,Western
10312,Patch Adams,1998,115,$50000000,$95006278,High,$202292902,"Comedy, Drama"
370755,Paterson,2016,118,$5000000,$11689777,Low,$2152738,"Drama, Romance, Comedy"
1534,Pathfinder,2007,99,$45000000,$46527821,Mid,$30822861,"Adventure, Action"
9869,Patriot Games,1992,117,$45000000,$43821900,Mid,$178051587,"Drama, Action, Thriller, Crime"
388399,Patriots Day,2016,133,$45000000,$105207991,High,$50548152,"Action, Crime, Drama, History, Thriller"
1202560,Pattaya Explicit,2023,62,$10000,$7165,Low,$10000,"Comedy, Drama, Documentary"
11202,Patton,1970,172,$12000000,$6062479,Low,$89800000,"War, Drama, History"
39513,Paul,2011,104,$40000000,$37373117,Mid,$97984015,"Adventure, Comedy, Science Fiction"
14560,Paul Blart: Mall Cop,2009,91,$26000000,$118996371,High,$183293131,"Action, Adventure, Comedy, Family"
256961,Paul Blart: Mall Cop 2,2015,94,$38000000,$944825627,High,$107597242,"Action, Comedy, Family"
476968,"Paul, Apostle of Christ",2018,108,$5000000,$6037717,Low,$22525668,"Drama, History"
893723,PAW Patrol: The Mighty Movie,2023,92,$30000000,$21496230,Mid,$47400000,"Animation, Family, Comedy, Action, Science Fiction"
675445,PAW Patrol: The Movie,2021,86,$26000000,$16323959,Low,$144327371,"Animation, Family, Adventure, Comedy"
245698,Pawn Sacrifice,2015,115,$19000000,$472412814,High,$5578519,"Thriller, Drama"
89868,Paws,1997,83,$137731,$173779,Low,$1778391,"Adventure, Family, Fantasy"
366672,Paws of Fury: The Legend of Hank,2022,94,$45000000,$16585275,Low,$42500000,"Animation, Action, Adventure, Comedy, Family, Western"
10647,Pay It Forward,2000,122,$40000000,$34938109,Mid,$55707411,Drama
2112,Payback,1999,100,$90000000,$121322655,High,$161626121,"Crime, Action, Drama"
9620,Paycheck,2003,119,$60000000,$77957757,High,$95427515,"Action, Adventure, Mystery, Science Fiction, Thriller"
14425,PCU,1994,81,$9000000,$10180756,Low,$4350774,Comedy
949423,Pearl,2022,102,$1000000,$368562,Low,$9423445,"Horror, Drama"
676,Pearl Harbor,2001,183,$140000000,$146110590,High,$449220945,"War, History, Romance, Drama"
5683,Pee-wee's Big Adventure,1985,91,$6000000,$4991237,Low,$40940662,"Comedy, Adventure"
10013,Peggy Sue Got Married,1986,103,$18000000,$27971612,Mid,$41382841,"Comedy, Drama, Fantasy"
7985,Penelope,2006,103,$15000000,$13714707,Low,$21156270,"Fantasy, Comedy, Romance"
270946,Penguins of Madagascar,2014,92,$132000000,$240002350,High,$373552094,"Family, Animation, Adventure, Comedy"
17450,Pennies from Heaven,1981,108,$22000000,$6278795,Low,$9171289,"Drama, Music, Romance"
11458,People I Know,2002,100,$20000000,$37193775,Mid,$5484302,"Drama, Thriller"
98548,People Like Us,2012,114,$16000000,$22805564,Mid,$12434778,Drama
458594,Peppermint,2018,102,$25000000,$30188584,Mid,$53918723,"Action, Thriller"
32657,Percy Jackson & the Olympians: The Lightning Thief,2010,118,$95000000,$170852117,High,$226497209,"Adventure, Fantasy, Family"
76285,Percy Jackson: Sea of Monsters,2013,106,$90000000,$181220201,High,$199850315,"Adventure, Family, Fantasy"
49370,Perfect,1985,115,$19000000,$15805585,Low,$12918858,"Drama, Romance"
44593,Perfect Opposites,2004,90,$700000,$771194,Low,$16201,"Comedy, Drama, Romance"
7183,Perfect Stranger,2007,109,$60795000,$62859086,Mid,$73090611,"Thriller, Crime, Mystery"
1427,Perfume: The Story of a Murderer,2006,147,$60000000,$54858828,Mid,$135039924,"Crime, Fantasy, Drama"
51321,Permanent Record,1988,92,$8000000,$5786586,Low,$1893139,Drama
340676,Personal Shopper,2016,106,$6000000,$14027732,Low,$1305195,"Drama, Mystery, Thriller"
157433,Pet Sematary,2019,101,$21000000,$34179277,Mid,$113118226,"Horror, Thriller"
8913,Pet Sematary,1989,103,$11500000,$7027039,Low,$57469467,"Horror, Drama"
10906,Pet Sematary II,1992,100,$8000000,$7790560,Low,$17092453,Horror
34128,Peter and Vandy,2009,78,$500000,$2288392,Low,$11276,"Drama, Comedy, Romance"
225519,Peter Gabriel - Live In Athens 1987,2013,145,$100000,$201356,Low,$1000000,Music
96844,"Peter Gabriel: New Blood, Live In London",2011,162,$100000,$93433,Low,$1000000,Music
10601,Peter Pan,2003,113,$100000000,$129929595,High,$121975011,"Adventure, Fantasy, Family"
381719,Peter Rabbit,2018,93,$50000000,$60377167,Mid,$351266433,"Animation, Adventure, Family"
522478,Peter Rabbit 2: The Runaway,2021,93,$45000000,$28253006,Mid,$153000000,"Family, Comedy, Adventure, Animation, Fantasy"
294272,Pete's Dragon,2016,103,$65000000,$151967098,High,$143695338,"Adventure, Family, Fantasy"
744289,PGS - Intuition is your Personal Guidance System,2017,83,$1250000,$1730853,Low,$35423,Documentary
9638,Phantasm,1979,89,$300000,$78623,Low,$11988469,"Horror, Science Fiction"
15158,Phantasm II,1988,97,$3000000,$2169970,Low,$7282851,"Action, Horror, Science Fiction, Thriller"
1291993,PHANTASMAGORIA: On Demand,2024,88,$10000,$10000,Low,$1000000,"Comedy, Horror, Mystery"
152259,Phantom,2013,99,$10000000,$20135578,Mid,$1034589,Thriller
400617,Phantom Thread,2017,130,$35000000,$48463874,Mid,$47756590,"Drama, Romance"
30139,Phat Girlz,2006,99,$3000000,$2742941,Low,$7301115,"Comedy, Romance"
9294,Phenomenon,1996,123,$32000000,$32200011,Mid,$152036382,"Drama, Romance, Science Fiction"
9800,Philadelphia,1993,126,$26000000,$25981222,Mid,$206678440,Drama
35610,Philadelphia Experiment II,1993,97,$5000000,$4996389,Low,$2970,"Science Fiction, Action, Adventure"
205220,Philomena,2013,98,$12000000,$24162693,Mid,$100129872,Drama
443319,Phoenix Forgotten,2017,87,$2800000,$3877110,Low,$3600000,"Horror, Mystery, Science Fiction"
1817,Phone Booth,2003,81,$13000000,$16890847,Low,$97837138,Thriller
41938,Physical Evidence,1989,99,$17000000,$10387797,Low,$3560932,"Thriller, Crime"
473,Pi,1998,84,$60000,$114008,Low,$3221152,"Mystery, Drama, Thriller"
9413,Picture Perfect,1997,105,$19000000,$23972802,Mid,$44332015,"Romance, Comedy"
13691,Piglet's Big Movie,2003,75,$46000000,$59767614,Mid,$62870546,"Animation, Family"
10189,Pineapple Express,2008,111,$27000000,$20743709,Mid,$101624843,"Action, Comedy, Crime"
20006,Pink Cadillac,1989,122,$19000000,$11609891,Low,$12100000,"Action, Adventure, Comedy, Drama, Romance"
692,Pink Flamingos,1972,93,$12000,$10816,Low,$6000000,"Comedy, Crime"
12104,Pink Floyd: The Wall,1982,95,$12000000,$5772604,Low,$22244207,"Music, Drama"
89750,"Pink Ribbons, Inc.",2011,97,$900000,$840895,Low,$25000,Documentary
39045,Pinocchio and the Emperor of the Night,1987,83,$8000000,$6439022,Low,$3261638,"Animation, Adventure, Family"
1242036,Pioneering Nevada's Basin and Range Trail,2021,60,$5000,$3139,Low,$5000,Documentary
24831,Piranha,1978,94,$660000,$255104,Low,$16000000,"Horror, Comedy, Science Fiction"
43593,Piranha 3D,2010,88,$24000000,$43162640,Mid,$83188165,"Comedy, Horror"
71668,Piranha 3DD,2012,83,$5000000,$7126739,Low,$8493728,"Horror, Thriller, Comedy"
11483,Pirates,1986,124,$40000000,$62159137,Mid,$1641825,"Adventure, Comedy"
285,Pirates of the Caribbean: At World's End,2007,169,$300000000,$310185472,High,$961000000,"Adventure, Fantasy, Action"
58,Pirates of the Caribbean: Dead Man's Chest,2006,151,$200000000,$182862760,High,$1065659812,"Adventure, Fantasy, Action"
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,128,$230000000,$318476884,High,$795922298,"Adventure, Action, Fantasy"
1865,Pirates of the Caribbean: On Stranger Tides,2011,137,$379000000,$354110280,High,$1045713802,"Adventure, Action, Fantasy"
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,$140000000,$181901433,High,$655011224,"Adventure, Fantasy, Action"
2787,Pitch Black,2000,108,$23000000,$20089413,Mid,$53187659,"Thriller, Science Fiction, Action"
114150,Pitch Perfect,2012,112,$17000000,$24230912,Mid,$115400000,"Comedy, Music, Romance"
254470,Pitch Perfect 2,2015,115,$29000000,$721051137,High,$287506194,"Comedy, Music"
353616,Pitch Perfect 3,2017,93,$45000000,$62310695,Mid,$184724494,"Comedy, Music"
257344,Pixels,2015,105,$88000000,$2188017243,High,$244874809,"Action, Comedy, Science Fiction"
55728,Plain Clothes,1988,98,$7500000,$5424925,Low,$289323,"Comedy, Thriller, Mystery, Romance, Action"
646389,Plane,2023,107,$25000000,$17913525,Low,$51000000,"Action, Adventure, Thriller"
151960,Planes,2013,91,$50000000,$100677890,High,$219788712,"Animation, Family, Adventure, Comedy"
2609,"Planes, Trains and Automobiles",1987,93,$15000000,$12073165,Low,$49500000,Comedy
218836,Planes: Fire & Rescue,2014,83,$50000000,$90909981,High,$151165787,"Animation, Comedy, Adventure, Family"
16866,Planet 51,2009,91,$70000000,$320374844,High,$104945765,"Animation, Family, Comedy, Science Fiction, Adventure"
869,Planet of the Apes,2001,120,$100000000,$104364707,High,$362211740,"Thriller, Science Fiction, Action, Adventure"
792,Platoon,1986,120,$6000000,$9323871,Low,$138530565,"Drama, War, Action"
20761,Play It to the Bone,1999,124,$24000000,$32352708,Mid,$8434146,Comedy
15393,Play Misty for Me,1971,102,$725000,$498142,Low,$10600000,"Drama, Thriller"
45708,Play the Game,2009,105,$1100000,$5034462,Low,$659483,"Comedy, Romance"
1301164,Playback Time,2007,124,$1000000,$1033952,Low,$10000000,"Drama, Action, Crime"
825,Playing by Heart,1998,121,$20000000,$38002511,Mid,$3970078,"Comedy, Drama, Romance"
12628,Playing God,1997,94,$12000000,$15140717,Low,$4166918,"Drama, Action, Thriller, Crime"
554241,Playing with Fire,2019,96,$29900000,$48664779,Mid,$69412425,"Family, Comedy"
2657,Pleasantville,1998,124,$60000000,$114007534,High,$49805462,"Fantasy, Comedy, Drama"
19213,Pledge This!,2006,91,$8300000,$7588805,Low,$1751460,Comedy
41166,Plenty,1985,124,$10000000,$8318729,Low,$6148000,"Drama, Romance"
10530,Pocahontas,1995,81,$55000000,$57825176,Mid,$346079773,"Adventure, Animation, Family, Romance"
8291,Poetic Justice,1993,109,$14000000,$13989889,Low,$27515786,"Drama, Romance"
257088,Point Break,2015,113,$105000000,$2610702392,High,$133718711,"Action, Adventure, Crime, Thriller"
1089,Point Break,1991,122,$24000000,$16715279,Low,$83531958,"Action, Thriller, Crime"
47620,Poison,1991,85,$250000,$174117,Low,$609524,"Drama, Horror, Science Fiction"
9264,Poison Ivy,1992,92,$3000000,$2921460,Low,$1829804,"Thriller, Drama"
447404,Pokémon Detective Pikachu,2019,105,$150000000,$244137690,High,$449762638,"Action, Adventure, Fantasy"
9336,Police Academy,1984,97,$4500000,$3086328,Low,$81198894,"Comedy, Crime"
10157,Police Academy 2: Their First Assignment,1985,87,$7600000,$6322234,Low,$55600000,"Comedy, Crime"
12118,Police Academy 3: Back in Training,1986,84,$12000000,$18647741,Low,$107600000,"Comedy, Crime"
10587,Police Academy 4: Citizens on Patrol,1987,88,$17000000,$13682921,Low,$76800000,"Comedy, Crime"
11895,Police Academy 6: City Under Siege,1989,84,$15000000,$9165703,Low,$33200000,"Comedy, Crime"
11546,Police Academy: Mission to Moscow,1994,83,$10000000,$11311951,Low,$126247,"Comedy, Crime"
12509,Pollock,2000,122,$6000000,$5240716,Low,$10994533,"Drama, Romance"
243688,Poltergeist,2015,93,$35000000,$870234131,High,$95437994,Horror
609,Poltergeist,1982,114,$10700000,$5147239,Low,$122200000,Horror
11133,Poltergeist II: The Other Side,1986,91,$19000000,$29525590,Mid,$40996665,"Horror, Thriller"
10306,Poltergeist III,1988,98,$10500000,$7594895,Low,$14144000,"Horror, Thriller"
76649,Pompeii,2014,105,$100000000,$181819962,High,$117831631,"Action, Adventure, History, Romance, Drama"
23963,Pontypool,2009,96,$1500000,$6865175,Low,$32000,"Horror, Mystery, Science Fiction"
13682,Pooh's Heffalump Movie,2005,68,$20000000,$17387240,Low,$52900000,"Family, Animation, Comedy, Fantasy"
14293,Poolhall Junkies,2002,99,$4000000,$7438755,Low,$563711,"Comedy, Drama, Thriller"
44895,Poor White Trash,2000,85,$1200000,$1048143,Low,$1404,"Crime, Comedy"
11335,Popeye,1980,114,$20000000,$4353799,Low,$49823037,"Action, Adventure, Comedy, Family"
341012,Popstar: Never Stop Never Stopping,2016,86,$20000000,$46759107,Mid,$9496130,"Comedy, Music"
10246,Porky's,1981,94,$4000000,$1141599,Low,$125728258,Comedy
19698,Porky's II: The Next Day,1983,98,$6500000,$5968031,Low,$33759266,Comedy
